titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Technicien Plombier en Hôtellerie  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Chauffage ', ' Maintenance ', ' Plomberie ', ' Production ', ' Qualité ', ' Ventilation']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-plombier-hotellerie-casablanca-8735754
Commis Cuisine en Intérim H/F - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Conservation ', ' Cuisine ', ' Hôtellerie ', ' Hygiène ', ' Maintenance ', ' Production ', ' Qualité ', ' Restauration ', ' Sécurité Alimentaire ', ' Tourisme']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/commis-cuisine-interim-hf-casablanca-8735738
Responsable du Centre Service Rapide - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,['Vente'],Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-centre-service-rapide-casablanca-8735124
Chauffeur Avitailleur - Agadir - Aéroport,TECTRA,Agadir,"['Exploitation ', ' Hydrocarbures ', ' Maintenance ', ' Manutention ', ' Production ', ' Qualité ', ' Stockage']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/chauffeur-avitailleur-agadir-aeroport-8735116
Commercial Sédentaire/Téléconseiller - Mohammedia,TECTRA,Casablanca-Mohammedia,"['Prospection ', ' Vente']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-sedentaireteleconseiller-mohammedia-8735162
Assistante Import/Export  - Mohammedia,TECTRA,Casablanca-Mohammedia,"['Export ', ' Exportation ', ' Gestion Logistique ', ' Import ', ' Importation ', ' Opérations Logistiques ', ' Transport']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-importexport-mohammedia-8735672
Superviseur de Maintenance  - Agadir - Aéroport,TECTRA,Agadir,"['Contrôle de Qualité ', ' Équipement ', ' Gestion ', ' Graissage ', ' Maintenance ', ' Management ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/superviseur-maintenance-agadir-aeroport-8735108
Consultant SIRH SAP SUCCESS FACTORS - Casablanca,RED TIC,Casablanca-Mohammedia,['SAP'],Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/consultant-sirh-sap-success-factors-casablanca-8735107
Agent Administratif - Agadir - Aéroport,TECTRA,Agadir,"['Assistanat ', ' Comptabilité ', ' Douane ', ' Finance ', ' Formation ', ' Gestion ', ' Secrétariat']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-administratif-agadir-aeroport-8735089
Vendeuse - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Négociation ', ' Techniques de Vente ', ' Tourisme ', ' Vente']",Bac+2 & Bac+3,Débutant < 2 ans et plus,"CDI, CDD & Intérim",17.01.2025,https://www.emploi.ma/offre-emploi-maroc/vendeuse-marrakech-8725546
Commis de Cuisine - Restauration rapide - Marrakech,CAISSE MANAGER,Marrakech-Safi,"['Cuisine ', ' Hygiène ', ' Maintenance ', ' Production ', ' Qualité ', ' Restauration ', ' Sécurité Alimentaire ', ' Tourisme']",Bac,Débutant < 2 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/commis-cuisine-restauration-rapide-marrakech-8726136
Ravitailleur - Marrakech,TECTRA,Marrakech-Safi,"['Stocks ', ' Transport']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/ravitailleur-marrakech-8726143
Technicien de Qualité  - Sala Al Jadida - Technopolis,LEAR AUTOMOTIVE MOROCCO,Rabat-Salé-Kénitra,"['Assurance Qualité ', ' DU ', ' Électromécanique ', ' Électronique ', ' Énergie ', ' Indicateurs de la Qualité ', ' Maintenance ', ' Management de la Qualité ', ' Non', 'Conformité ', ' Normes de Qualité ', ' PDCA ', ' Process ', ' Processus ', ' Production ', ' QRQC ', ' Qualité ', ' Qualité de la Production ', ' Quality']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-qualite-sala-al-jadida-technopolis-8726158
Technicien de Maintenance  - Sala Al Jadida - Parc Technopolis Rabat,LEAR AUTOMOTIVE MOROCCO,Rabat-Salé-Kénitra,"['Automatisme ', ' Automatisme Mécanique ', ' Dessin Industriel ', ' DU ', ' Électromécanique ', ' Électronique ', ' Machines ', ' Maintenance ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Mécanique Électronique ', ' Processus ', ' Production ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-sala-al-jadida-parc-technopolis-rabat-8726161
Assistant(e) Ressources Humaines - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,['Gestion des Ressources Humaines'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",Anapec,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-ressources-humaines-casablanca-8726173
Chargé(e) Comptabilité et Recouvrement  - Rabat,BRICOMA,Rabat-Salé-Kénitra,"['Assistance ', ' Comptabilité ', ' Finance ', ' Formation ', ' Gestion ', ' Opérations Bancaires ', ' Réception ', ' Recouvrement']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-comptabilite-recouvrement-rabat-8726200
Facility manager  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Achats ', ' Gestion des Contrats']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,Intérim,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/facility-manager-casablanca-8726250
Technicien Réseau  - Rabat,CAISSE MANAGER,Rabat-Salé-Kénitra,"['Dépannage ', ' Sécurité ', ' Vente ', ' VPN ', ' WAN']",Bac+2,Débutant < 2 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-reseau-rabat-8726272
Commercial B to B dans le Secteur Informatique - Casablanca,N/A,Casablanca-Mohammedia,"['CRM ', ' Négociation ', ' Stratégie Commerciale ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-b-b-secteur-informatique-casablanca-8726714
Community Manager - Rabat,N/A,Rabat-Salé-Kénitra,"['Communication ', ' Communication Digitale ', ' Community Management ', ' Facebook Ads ', ' Marketing ', ' Publicité ', ' Stratégie de Communication']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/community-manager-rabat-8726729
Chef d´Equipe SAV (Maintenance des Imprimantes) - Casablanca,TECTRA,Casablanca-Mohammedia,"['Communication ', ' Communication Digitale ', ' Community Management ', ' Facebook Ads ', ' Marketing ', ' Publicité ', ' Stratégie de Communication']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-equipe-sav-maintenance-imprimantes-casablanca-8726885
Assistante Administrative et Financière - Casablanca,ENI,Casablanca-Mohammedia,"['Comptabilité ', ' Documents Administratifs ', ' Facturation ', ' Finance ', ' Formation ', ' Gestion ', ' Gestion des Prêts ', ' Suivi Administratif']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-financiere-casablanca-8727195
Commercial(e) en Energies Renouvelables - Casablanca,ENI,Casablanca-Mohammedia,"['Maintenance ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/commerciale-energies-renouvelables-casablanca-8727203
Commercial Expérimenté en Gardiennage et Sécurité  - Rabat,ROBOTEC,Casablanca-Mohammedia - Rabat-Salé-Kénitra & Tanger-Tétouan-Al...,"['Actions Commerciales ', ' Communication ', ' Marketing ', ' Mobilité ', ' Négociation ', ' Organisation de Réunions ', ' Prospection ', ' Prospection Commerciale']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD & Freelance,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-experimente-gardiennage-securite-rabat-8677806
Sales Executive B2B - Casablanca,N/A,Casablanca-Mohammedia,"['Actions Commerciales ', ' Communication ', ' Développement Commercial ', ' Marketing ', ' Négociation ', ' Négociation Client ', ' Prospection ', ' Prospection Commerciale ', ' Recouvrement ', ' Recouvrement des Clients ', ' Techniques de Vente ', ' Vente']",Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/sales-executive-b2b-casablanca-8698184
Chargé d’Affaires  - North Africa (Maghreb),SAINT GOBAIN MAROC,International,"['BTP ', ' Commercialisation ', ' Développement Commercial ', ' Négociation ', ' Négociation Commerciale ', ' Stratégie Commerciale ', ' Suivi Commercial ', ' Vente']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,17.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-affaires-north-africa-maghreb-8707997
Chef de Projet Amplitude - Casablanca,RED TIC,Casablanca-Mohammedia,"['BTP ', ' Commercialisation ', ' Développement Commercial ', ' Négociation ', ' Négociation Commerciale ', ' Stratégie Commerciale ', ' Suivi Commercial ', ' Vente']",Bac+5 et plus,Expérience > 10 ans,Freelance,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-projet-amplitude-casablanca-8735075
Technicien des Equipements Process - Tanger,TECTRA TANGER – RECRUTEMENT,Tanger-Tétouan-Al Hoceïma,"['Amélioration Continue ', ' Équipement ', ' Fabrication ', ' Maintenance ', ' Process ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-equipements-process-tanger-8735069
Chargé(e) Portefeuille Clients  - Casablanca,BOTTU,Casablanca-Mohammedia,"['Banque ', ' Comptabilité ', ' Facturation ', ' Finance ', ' Gestion ', ' Gestion de Portefeuille ', ' Règlements des Clients']",Bac+3,Débutant < 2 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-portefeuille-clients-casablanca-8734949
Assistante Commerciale  - Mohammedia,TECTRA,Casablanca-Mohammedia,"['Administration ', ' Assistanat ', ' Devis ', ' Prospection ', ' Prospection Téléphonique ', "" Réception d'Appels "", ' Rédaction ', ' Secrétariat ', ' Vente']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-commerciale-mohammedia-8734946
Chef de Projets Senior Cash Management  - Casablanca,RED TIC,Casablanca-Mohammedia,"['AGILE ', ' SWIFT']",Bac+5 et plus,Expérience > 10 ans,Freelance,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-projets-senior-cash-management-casablanca-8734943
Commercial(e) Terrain B2B – Systèmes d´Information - Casablanca,ERUDIA SYSTÈME,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Communication ', ' Développement Commercial ', ' Négociation ', ' Prospection ', ' Vente']","Bac+2, Bac+3 - Bac+4",Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/commerciale-terrain-b2b-systemes-information-casablanca-8734681
Sous Chef de Cuisine  - Agadir,TECTRA,Agadir,"['Cuisine ', ' Cuisine Internationale ', "" Gestion d'Équipe "", ' Production Culinaire ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans et plus,Intérim,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/sous-chef-cuisine-agadir-8733689
Cariste - Kénitra,TECTRA,Rabat-Salé-Kénitra,['Chargement'],Qualification avant bac,Débutant < 2 ans,Intérim,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/cariste-kenitra-8734496
Supervisor Manufacturing - Berrechid,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Leadership ', ' Management']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/supervisor-manufacturing-berrechid-8734471
Supervisor-Logistics - Berrechid,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,['Delivery'],Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/supervisor-logistics-berrechid-8734414
Assistante Administrative/Commerciale Polyvalente - Casablanca,INTELLIA,Casablanca-Mohammedia,"['Accueil Physique ', ' Actions Marketing ', ' Archivage ', ' Assistanat ', ' Assistance ', ' Assistance Administrative ', ' Communication ', ' Communication Digitale ', ' Communication Interne ', ' Communication Marketing ', ' Documents Administratifs ', ' Dossiers ', ' Gestion ', ' Gestion Administrative ', ' Gestion Documentaire ', ' Management ', ' Marketing ', ' Marketing Digital ', ' Rédaction ', ' Secrétariat ', ' Suivi des Dossiers']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-administrativecommerciale-polyvalente-casablanca-8734361
Technicien Informatique - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Accueil Physique ', ' Actions Marketing ', ' Archivage ', ' Assistanat ', ' Assistance ', ' Assistance Administrative ', ' Communication ', ' Communication Digitale ', ' Communication Interne ', ' Communication Marketing ', ' Documents Administratifs ', ' Dossiers ', ' Gestion ', ' Gestion Administrative ', ' Gestion Documentaire ', ' Management ', ' Marketing ', ' Marketing Digital ', ' Rédaction ', ' Secrétariat ', ' Suivi des Dossiers']",Bac+2,Expérience entre 2 ans et 5 ans et plus,Intérim,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-informatique-casablanca-8733860
Infirmière Polyvalente - Meknès,LEAR CORPORATION MEKNES,Fès & Meknès,"['Infirmerie ', ' Santé']",Bac+2 & Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/infirmiere-polyvalente-meknes-8733834
Surveillant Internat  - EL Jadida,TECTRA EL JADIDA – RECRUTEMENT,Casablanca-Mohammedia & Marrakech-Safi,"['Comptabilité ', ' Finance ', ' Gestion ', ' Transport']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,Intérim,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/surveillant-internat-el-jadida-8733820
Juriste Senior (Anglophone),BOTTU,Casablanca-Mohammedia,"['Contentieux ', ' Droit ', ' Risques Juridiques']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/juriste-senior-anglophone-8185414
Ingénieur de Production,BOTTU,Casablanca-Mohammedia,"['DU ', ' Fabrication ', ' Gestion de la Production ', ' Maintenance ', ' Planning de Production ', ' Processus ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/ingenieur-production-8330296
Pharmacien Assistant Production,BOTTU,Casablanca-Mohammedia,"['Bonnes Pratiques de Fabrication ', ' BPF ', ' Fabrication ', ' Maintenance ', ' Production ', ' Qualité ', ' Santé']",Bac+5 et plus,Débutant < 2 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/pharmacien-assistant-production-8341513
Infirmière,BOTTU,Casablanca-Mohammedia,"['Dépistage ', ' Médecine ', ' Santé ', "" Soins d'Urgence""]",Bac+2,Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/infirmiere-8350759
Quality Assurance Manager - Docteur en Pharmacie - Berrechid,ATLAS PHARM,Settat,"['Assurance Qualité ', ' BPF ', ' Fabrication ', ' GMP ', ' Maintenance ', ' Management de la Qualité ', ' Procédés ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/quality-assurance-manager-docteur-pharmacie-berrchid-8690941
Front Desk Clerk / Cashier - Nouakchott,FASQ HOTEL,Casablanca-Mohammedia - Marrakech-Safi & International,['Tourisme'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/front-desk-clerk-cashier-nouakchott-8693245
Assistante de Direction Administrative et RH - Casablanca,MIZAR STUDIOS,Casablanca-Mohammedia,"['Assistanat ', ' Assistance ', ' Communication Interne ', ' Dossiers ', ' Formation ', ' Gestion Administrative ', ' Gestion des Ressources Humaines ', ' Organisation de Réunions ', ' Processus de Recrutement ', ' Recrutement ', ' Secrétariat ', ' Support']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/assistante-direction-administrative-rh-casablanca-8696383
Comptable  - Rabat - Casablanca,SALAM GAZ,Casablanca-Mohammedia & Rabat-Salé-Kénitra,"['Comptabilité ', ' Fiscalité ', ' Gestion']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-rabat-casablanca-8719072
Data Analyste H/F - Mohammedia,AMSPEC MOROCCO,Casablanca-Mohammedia,"['BI ', ' NAS ', ' Rédaction ', ' WEBDEV']",Bac+4 & Bac+5 et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/data-analyste-hf-mohammedia-8724828
Représentant Commercial Terrain - Secteur de L’Éducation - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/representant-commercial-terrain-secteur-education-casablanca-8724904
Technicien de Maintenance - Fès - Meknès,SALAM GAZ,Casablanca-Mohammedia - Errachidia - Fès - Marrakech-Safi - Meknès...,"['Hydraulique ', ' Hydraulique Pneumatique ', ' Industrie ', ' Maintenance ', ' Mécanique Hydraulique ', ' Pneumatique ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-fes-meknes-8724979
Responsable Opérationnel Sénior (Zone Sud) - Laâyoune,G4S MAROC,Agadir - Dakhla & Laâyoune,"['Formation ', ' Management Opérationnel ', ' Relation Clients ', ' Risques Opérationnels ', ' Sécurité ', ' Team Leadership']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,16.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-operationnel-senior-zone-sud-laayoune-8724980
